Age,Gender,Nationality,Living Status,Home Town,Relationship Status,Faculty,Education Level,Years of Study,Completed Credit Hours,CGPA,Number of Subjects Failed,SPM Result (A),SPM Result (B),SPM Result (C),Scholarship,PTPTN,Reason Study at Multimedia University,Lecture Class Capacity,Tutorial Class Capacity,Skipping Class,Classroom Facilities,Campus Environment,Additional Course,Family Size,Parent's Education Level.Father,Parent's Education Level.Mother,Father's Occupation,Mother's Occupation,Financial Difficulties,Financial Support,Study Behavior,Study Time,Extra Curricular Activities,Part-time Job,Commute Time,Gaming,Alcohol Consumption,I have enough free time after class,Social Interaction,I hang out with friends
21 - 23,Female,Malaysian,Family,Urban,No,FCM,Bachelor's,2,Less than 40,Good,0,7,3,0,Yes,Yes,Course preference,Large,Medium,None,Moderate,Good,No,MT3,Secondary,Secondary,Self-employed,Self-employed,Yes,Yes,Group,Less than 2,No,Yes,30 - 60,Heavy,Non-drinker,3,4,3
27 or above,Female,Non-Malaysian,Alone,Urban,Yes,FCA,Bachelor's,More than 4,More than 100,Very Good,0,12,0,0,Yes,Yes,Close to home,Small,Small,Often,Poor,Poor,Yes,MT3,Early,Early,Spy,Assassin,No,Yes,Alone,More than 8,No,No,More than 60,Heavy,Non-drinker,5,1,1
18 - 20,Male,Malaysian,Friend or Roommate,Rural,Yes,FOB,Bachelor's,2,71 - 100,Very Good,0,1,1,4,No,Yes,University reputation,Medium,Medium,Less,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Unemployed,No,No,Alone,Less than 2,Yes,Yes,Less than 10,Light,Non-drinker,3,3,3
18 - 20,Male,Non-Malaysian,Alone,Rural,No,FIST,Bachelor's,Less than 1,Less than 40,Good,0,0,0,0,Yes,No,Course preference,Large,Large,Less,Moderate,Moderate,No,MT3,Early,Early,Self-employed,Self-employed,No,No,Group,Less than 2,Yes,Yes,Less than 10,Light,Non-drinker,2,2,2
18 - 20,Female,Malaysian,Family,Urban,No,FOM,Bachelor's,1,Less than 40,Average,0,0,3,1,No,Yes,Course preference,Medium,Medium,None,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Unemployed,Yes,Yes,Alone,2 - 5,No,No,10 - 30,Moderate,Non-drinker,1,2,5
18 - 20,Female,Malaysian,Friend or Roommate,Urban,No,FOB,Foundation,Less than 1,Less than 40,Very Good,0,3,4,3,No,Yes,Close to home,Medium,Medium,Less,Moderate,Good,No,MT3,Higher,Higher,Production manager ,Planning assistant manager ,No,No,Alone,2 - 5,No,No,Less than 10,Light,Less,4,3,3
27 or above,Male,Non-Malaysian,Friend or Roommate,Urban,No,FCM,Bachelor's,Less than 1,Less than 40,Good,0,0,0,0,Yes,No,Cheap economy and familiar environment,Medium,Large,Less,Moderate,Moderate,No,MT3,Secondary,Higher,Self-employed,Healthcare,Yes,Yes,Alone,2 - 5,Yes,No,10 - 30,Moderate,Non-drinker,5,2,1
21 - 23,Male,Malaysian,Friend or Roommate,Urban,No,FIST,Bachelor's,3,40 - 70 ,Very Good,0,5,2,0,No,No,University reputation,Extra large,Small,None,Moderate,Moderate,No,MT3,Secondary,Higher,Civil servant,Self-employed,No,Yes,Alone,5 - 8,No,No,10 - 30,Moderate,Non-drinker,2,3,1
18 - 20,Female,Malaysian,Friend or Roommate,Urban,No,FIST,Bachelor's,1,40 - 70 ,Very Good,0,2,9,0,No,Yes,University reputation,Medium,Medium,None,Good,Good,Yes,LE3,Higher,Higher,Healthcare,Finance and banking,No,No,Group,2 - 5,No,No,30 - 60,Light,Sometimes,4,3,2
21 - 23,Male,Malaysian,Friend or Roommate,Urban,No,FAC,Bachelor's,3,71 - 100,Very Good,0,5,2,1,No,Yes,Course preference,Small,Medium,None,Moderate,Moderate,No,MT3,Higher,Secondary,Finance and banking,Unemployed,No,Yes,Group,2 - 5,Yes,Yes,Less than 10,Non-gamer,Non-drinker,4,5,5
21 - 23,Female,Malaysian,Friend or Roommate,Urban,No,FCM,Diploma,3,71 - 100,Average,3 - 4,0,0,0,No,No,Accommodations for disability services but its not really fully accommodated ,Small,Small,Less,Moderate,Poor,No,MT3,Higher,Higher,Self-employed,Healthcare,No,Yes,Group,2 - 5,Yes,No,Less than 10,Moderate,Non-drinker,1,3,3
18 - 20,Female,Malaysian,Friend or Roommate,Urban,No,FOL,Foundation,Less than 1,Less than 40,Good,0,9,0,0,Yes,No,Course preference,Large,Medium,Less,Moderate,Moderate,No,MT3,Higher,Higher,Factory manager,Unemployed,No,Yes,Alone,2 - 5,No,No,Less than 10,Moderate,Non-drinker,5,3,3
18 - 20,Female,Non-Malaysian,Alone,Urban,No,FCI,Bachelor's,2,40 - 70 ,Good,0,0,0,0,Yes,No,University reputation,Medium,Medium,Less,Moderate,Poor,No,MT3,Higher,Higher,IT,Unemployed,No,Yes,Alone,2 - 5,Yes,No,10 - 30,Non-gamer,Non-drinker,3,3,2
18 - 20,Male,Malaysian,Friend or Roommate,Urban,No,FIST,Diploma,2,40 - 70 ,Very Good,0,3,3,2,No,Yes,Course preference,Large,Large,Sometimes,Moderate,Moderate,No,LE3,Secondary,Secondary,salesman,Education,Yes,Yes,Alone,Less than 2,No,No,Less than 10,Heavy,Less,3,2,1
21 - 23,Female,Malaysian,Family,Urban,Yes,FOB,Bachelor's,3,Less than 40,Good,0,0,0,0,No,Yes,Close to home,Medium,Medium,Less,Poor,Moderate,No,MT3,Secondary,Secondary,Self-employed,Education,No,No,Alone,2 - 5,No,No,10 - 30,Non-gamer,Sometimes,3,3,3
18 - 20,Female,Malaysian,Friend or Roommate,Urban,Yes,FOL,Bachelor's,1,Less than 40,Below Par,1 - 2,5,0,2,No,Yes,Course preference,Extra large,Medium,Less,Good,Good,No,MT3,Higher,Higher,Engineering,Accountant,No,Yes,Alone,2 - 5,No,No,Less than 10,Non-gamer,Non-drinker,3,1,1
18 - 20,Female,Malaysian,Friend or Roommate,Urban,No,FCI,Foundation,Less than 1,Less than 40,Very Good,0,11,0,0,No,Yes,Course preference,Large,Large,Less,Moderate,Moderate,No,MT3,Higher,Higher,Retiree,Private sector,No,Yes,Alone,Less than 2,Yes,No,10 - 30,Light,Non-drinker,1,3,2
21 - 23,Male,Malaysian,Family,Urban,Yes,FIST,Bachelor's,2,40 - 70 ,Good,0,1,3,3,Yes,Yes,Close to home,Extra large,Medium,None,Good,Good,Yes,MT3,Secondary,Secondary,Self-employed,Self-employed,Yes,Yes,Alone,Less than 2,Yes,Yes,Less than 10,Non-gamer,Less,2,4,3
21 - 23,Female,Malaysian,Friend or Roommate,Urban,Yes,FOL,Bachelor's,2,40 - 70 ,Good,0,6,4,0,Yes,Yes,Course preference,Extra large,Large,Less,Moderate,Moderate,No,MT3,Secondary,Higher,Self-employed,Tourism,No,Yes,Alone,5 - 8,Yes,Yes,Less than 10,Non-gamer,Non-drinker,3,2,2
21 - 23,Male,Malaysian,Friend or Roommate,Urban,No,FOM,Bachelor's,3,71 - 100,Very Good,0,10,0,0,Yes,Yes,Affordable tuition fee,Medium,Medium,Less,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Self-employed,No,Yes,Alone,Less than 2,No,No,Less than 10,Light,Non-drinker,5,2,3
21 - 23,Female,Malaysian,Family,Urban,No,FCI,Bachelor's,2,40 - 70 ,Very Good,1 - 2,0,0,0,No,Yes,Course preference,Large,Medium,Sometimes,Moderate,Good,Yes,MT3,Higher,Higher,Civil servant,Unemployed,No,Yes,Alone,5 - 8,No,No,Less than 10,Light,Non-drinker,3,3,3
21 - 23,Female,Malaysian,Alone,Urban,Yes,FOB,Bachelor's,3,71 - 100,Very Good,0,5,5,0,No,Yes,Course preference,Medium,Large,Less,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Unemployed,No,Yes,Alone,2 - 5,Yes,No,10 - 30,Non-gamer,Non-drinker,3,4,3
21 - 23,Female,Malaysian,Family,Urban,No,FCI,Bachelor's,More than 4,More than 100,Good,0,4,5,2,No,Yes,Course preference,Medium,Medium,Often,Moderate,Good,No,MT3,Higher,Higher,private sector,Unemployed,Yes,Yes,Alone,2 - 5,Yes,Yes,10 - 30,Non-gamer,Sometimes,2,2,3
21 - 23,Female,Malaysian,Friend or Roommate,Urban,No,FCM,Bachelor's,Less than 1,Less than 40,Average,0,2,3,4,Yes,No,Close to home,Medium,Medium,None,Good,Moderate,No,MT3,Higher,Higher,architect/ dead,assistant manager,Yes,Yes,Group,2 - 5,No,No,10 - 30,Non-gamer,Non-drinker,2,1,4
24 - 26,Female,Malaysian,Family,Urban,No,FCI,Bachelor's,3,More than 100,Good,1 - 2,5,4,2,No,Yes,Course preference,Extra large,Large,Less,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Unemployed,No,Yes,Alone,2 - 5,Yes,No,30 - 60,Moderate,Non-drinker,4,2,2
18 - 20,Male,Malaysian,Alone,Urban,No,FIST,Diploma,2,40 - 70 ,Very Good,0,3,4,1,No,Yes,Course preference,Extra large,Large,None,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Healthcare,No,Yes,Group,5 - 8,No,No,Less than 10,Moderate,Less,3,3,4
21 - 23,Female,Malaysian,Friend or Roommate,Urban,Yes,FOM,Foundation,Less than 1,40 - 70 ,Very Good,0,4,4,1,No,Yes,University reputation,Extra large,Large,Less,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Education,No,Yes,Alone,Less than 2,No,No,10 - 30,Light,Non-drinker,2,2,3
21 - 23,Female,Malaysian,Family,Urban,No,FCI,Bachelor's,2,40 - 70 ,Very Good,0,10,1,0,Yes,No,Get scholar,Medium,Medium,None,Moderate,Moderate,Yes,MT3,Higher,Higher,Civil servant,Self-employed,No,Yes,Group,2 - 5,Yes,No,10 - 30,Light,Non-drinker,4,3,3
21 - 23,Male,Malaysian,Family,Urban,No,FCI,Bachelor's,2,40 - 70 ,Average,1 - 2,5,2,0,No,No,Close to home,Large,Medium,None,Good,Moderate,No,MT3,Secondary,Secondary,Sales,Unemployed,No,No,Group,5 - 8,No,No,30 - 60,Moderate,Non-drinker,3,3,3
21 - 23,Male,Malaysian,Family,Urban,Yes,FCI,Bachelor's,1,40 - 70 ,Below Par,1 - 2,3,0,5,No,No,Course preference,Medium,Small,Less,Good,Good,No,MT3,Higher,Higher,Self-employed,Unemployed,No,Yes,Alone,Less than 2,No,No,30 - 60,Non-gamer,Non-drinker,3,3,4
18 - 20,Female,Malaysian,Family,Urban,No,FAC,Foundation,Less than 1,Less than 40,Very Good,0,6,2,1,No,No,Course preference,Medium,Small,Less,Moderate,Good,No,MT3,Higher,Higher,Manager,Healthcare,No,Yes,Alone,2 - 5,Yes,No,30 - 60,Non-gamer,Non-drinker,4,5,4
21 - 23,Female,Malaysian,Friend or Roommate,Urban,No,FCM,Bachelor's,2,71 - 100,Very Good,0,2,3,0,No,No,Course preference,Medium,Medium,Less,Good,Good,No,MT3,Higher,Higher,Self-employed,Unemployed,No,Yes,Alone,2 - 5,No,No,Less than 10,Heavy,Non-drinker,2,3,3
24 - 26,Female,Malaysian,Family,Urban,Yes,FCI,Bachelor's,3,71 - 100,Very Good,0,6,0,3,No,No,Close to home,Medium,Medium,Less,Good,Good,No,MT3,Higher,Higher,Healthcare,Civil servant,No,Yes,Alone,2 - 5,Yes,No,10 - 30,Moderate,Non-drinker,4,2,2
21 - 23,Male,Malaysian,Friend or Roommate,Urban,No,FCM,Bachelor's,Less than 1,71 - 100,Very Good,0,3,3,3,No,No,Course preference,Medium,Medium,None,Moderate,Moderate,Yes,MT3,Higher,Secondary,dead,Unemployed,No,No,Alone,2 - 5,Yes,No,Less than 10,Light,Non-drinker,2,4,3
18 - 20,Male,Non-Malaysian,Alone,Urban,No,FIST,Bachelor's,3,More than 100,Good,0,0,0,0,No,No,Course preference,Medium,Medium,Sometimes,Good,Good,Yes,MT3,Higher,Higher,Engineering,Unemployed,No,Yes,Alone,Less than 2,Yes,No,Less than 10,Moderate,Non-drinker,4,3,5
21 - 23,Female,Malaysian,Family,Urban,No,FOL,Bachelor's,4,More than 100,Very Good,0,6,4,0,No,Yes,CLP Exemption ,Small,Small,None,Moderate,Good,No,MT3,Secondary,Secondary,Unemployed,Unemployed,No,Yes,Alone,5 - 8,Yes,No,Less than 10,Moderate,Non-drinker,4,2,1
18 - 20,Female,Malaysian,Friend or Roommate,Urban,No,FCM,Diploma,Less than 1,Less than 40,Very Good,0,0,5,3,Yes,No,Course preference,Medium,Medium,Sometimes,Good,Good,No,MT3,Higher,Higher,Self-employed,Self-employed,Yes,Yes,Group,Less than 2,Yes,No,30 - 60,Light,Non-drinker,3,2,4
18 - 20,Female,Malaysian,Friend or Roommate,Urban,No,FCM,Bachelor's,Less than 1,Less than 40,Very Good,0,0,0,0,No,Yes,Course preference,Medium,Medium,None,Good,Good,No,MT3,Higher,Higher,Engineer ,Unemployed,No,Yes,Alone,5 - 8,Yes,No,Less than 10,Heavy,Non-drinker,3,4,5
18 - 20,Female,Malaysian,Family,Urban,No,FOM,Diploma,2,40 - 70 ,Very Good,0,6,2,2,No,Yes,Close to home,Medium,Medium,None,Moderate,Moderate,No,MT3,Secondary,Higher,Self-employed,Unemployed,No,Yes,Alone,2 - 5,No,Yes,10 - 30,Moderate,Non-drinker,3,2,2
18 - 20,Female,Malaysian,Alone,Urban,Yes,FOL,Foundation,Less than 1,40 - 70 ,Good,0,4,0,3,No,No,Course preference,Extra large,Medium,Less,Good,Good,No,MT3,Secondary,Secondary,Self-employed,Civil servant,No,No,Alone,2 - 5,No,No,Less than 10,Moderate,Sometimes,2,2,4
18 - 20,Female,Malaysian,Family,Urban,No,FOL,Foundation,Less than 1,Less than 40,Good,0,5,3,1,No,No,Course preference,Large,Medium,Less,Good,Good,No,MT3,Higher,Higher,Education,Education,No,Yes,Alone,Less than 2,Yes,No,Less than 10,Non-gamer,Non-drinker,4,3,3
21 - 23,Male,Malaysian,Family,Urban,Yes,FCI,Bachelor's,3,71 - 100,Very Good,0,7,2,1,Yes,No,Close to home,Large,Medium,None,Moderate,Moderate,No,MT3,Higher,Higher,Self-employed,Human Resource,No,Yes,Alone,Less than 2,Yes,No,10 - 30,Moderate,Non-drinker,5,5,5
27 or above,Male,Malaysian,Alone,Urban,Yes,FOM,Bachelor's,2,71 - 100,Good,0,4,2,1,No,No,Close to home,Medium,Medium,Sometimes,Poor,Good,Yes,MT3,Secondary,Secondary,Civil servant,Finance and banking,No,Yes,Alone,Less than 2,No,No,Less than 10,Heavy,Sometimes,5,1,2
21 - 23,Male,Malaysian,Family,Urban,No,FCI,Bachelor's,2,40 - 70 ,Very Good,0,7,3,0,No,Yes,Close to home,Large,Large,Less,Good,Good,Yes,MT3,Higher,Higher,Engineering ,Unemployed,No,Yes,Group,Less than 2,No,No,30 - 60,Moderate,Less,4,4,4
18 - 20,Male,Malaysian,Friend or Roommate,Urban,No,FIST,Bachelor's,2,40 - 70 ,Average,0,0,0,4,No,Yes,Close to home,Large,Large,Sometimes,Moderate,Moderate,No,MT3,Secondary,Higher,Self-employed,Finance and banking,No,Yes,Alone,Less than 2,No,No,Less than 10,Moderate,Non-drinker,5,2,1
18 - 20,Female,Malaysian,Family,Urban,No,FCI,Bachelor's,Less than 1,Less than 40,Very Good,0,7,2,0,Yes,No,course offer by YTP Scholarship,Large,Large,Less,Moderate,Moderate,No,MT3,Secondary,Secondary,Finance and banking,Unemployed,No,Yes,Alone,5 - 8,Yes,No,30 - 60,Light,Non-drinker,2,3,2
21 - 23,Female,Non-Malaysian,Family,Urban,No,FOM,Bachelor's,Less than 1,40 - 70 ,Very Good,0,5,3,1,No,No,Close to home,Medium,Medium,Sometimes,Good,Moderate,No,MT3,Higher,Secondary,Pilot (idk if that counts as civil servant),Unemployed,No,No,Group,2 - 5,Yes,No,10 - 30,Non-gamer,Non-drinker,5,4,5
18 - 20,Female,Malaysian,Family,Urban,No,FCI,Bachelor's,1,40 - 70 ,Very Good,0,0,0,0,Yes,Yes,Course preference,Extra large,Large,None,Poor,Moderate,Yes,MT3,Higher,Higher,Education,Unemployed,Yes,Yes,Alone,5 - 8,No,No,10 - 30,Heavy,Non-drinker,3,1,1
18 - 20,Female,Malaysian,Friend or Roommate,Urban,No,FOB,Diploma,Less than 1,Less than 40,Good,0,0,2,1,No,Yes,University reputation,Medium,Medium,None,Good,Good,No,MT3,Secondary,Secondary,sales,sales,No,Yes,Alone,Less than 2,No,No,Less than 10,Non-gamer,Non-drinker,2,4,4
21 - 23,Male,Malaysian,Family,Urban,No,FIST,Bachelor's,Less than 1,Less than 40,Very Good,0,6,3,1,No,Yes,Course preference,Small,Small,Less,Moderate,Moderate,No,MT3,Higher,Secondary,Self-employed,Finance and banking,No,No,Alone,Less than 2,Yes,Yes,10 - 30,Light,Less,3,3,3
18 - 20,Female,Non-Malaysian,Friend or Roommate,Urban,No,FOM,Bachelor's,Less than 1,Less than 40,Low,1 - 2,0,0,0,No,No,Course preference,Medium,Small,Less,Moderate,Moderate,No,LE3,Secondary,Higher,Civil servant,Education,No,Yes,Alone,2 - 5,No,No,Less than 10,Light,Non-drinker,3,2,3
18 - 20,Male,Malaysian,Friend or Roommate,Urban,No,FIST,Diploma,Less than 1,Less than 40,Good,0,3,3,2,No,Yes,Close to home,Medium,Medium,Less,Good,Good,No,MT3,Secondary,Secondary,Shop Manager,Accounting,No,Yes,Alone,Less than 2,No,No,Less than 10,Moderate,Less,4,3,2
21 - 23,Female,Malaysian,Family,Urban,No,FOM,Bachelor's,2,Less than 40,Good,0,8,3,0,No,Yes,Close to home,Medium,Medium,Less,Moderate,Moderate,No,MT3,Primary,Secondary,Mechanics ,Unemployed,No,No,Group,5 - 8,Yes,Yes,30 - 60,Light,Non-drinker,3,2,2
21 - 23,Female,Malaysian,Friend or Roommate,Urban,No,FCI,Bachelor's,1,40 - 70 ,Very Good,0,9,0,0,Yes,No,Have to transfer from overseas to local,Large,Large,Less,Moderate,Poor,Yes,MT3,Higher,Higher,Self-employed,Education,No,Yes,Alone,2 - 5,Yes,No,Less than 10,Non-gamer,Non-drinker,4,3,1
21 - 23,Female,Malaysian,Family,Urban,No,FOM,Bachelor's,3,More than 100,Very Good,0,8,1,0,No,No,Course preference,Medium,Medium,Less,Moderate,Moderate,Yes,MT3,Higher,Higher,Finance and banking,Self-employed,No,Yes,Group,2 - 5,Yes,No,10 - 30,Heavy,Non-drinker,4,5,3
21 - 23,Female,Malaysian,Friend or Roommate,Urban,No,FCI,Bachelor's,2,40 - 70 ,Very Good,0,8,0,0,Yes,Yes,Course preference,Medium,Small,Sometimes,Moderate,Poor,No,MT3,Higher,Higher,Self-employed,Unemployed,No,Yes,Alone,Less than 2,Yes,No,10 - 30,Moderate,Non-drinker,3,2,4
21 - 23,Female,Malaysian,Alone,Urban,No,FCM,Diploma,3,71 - 100,Very Good,0,2,1,1,No,Yes,"close to my future house, and also the cheapest course in studies 3D in Klang Valley area.",Large,Medium,Sometimes,Moderate,Moderate,No,MT3,Higher,Secondary,Self-employed,Self-employed,Yes,Yes,Alone,5 - 8,Yes,No,Less than 10,Moderate,Less,3,3,5
18 - 20,Female,Malaysian,Friend or Roommate,Rural,Yes,FOB,Diploma,Less than 1,Less than 40,Good,0,1,8,0,No,No,University reputation,Small,Small,Less,Moderate,Good,No,LE3,None,Higher,"I don't know, don't have",Self-employed,Yes,Yes,Alone,2 - 5,Yes,No,Less than 10,Moderate,Non-drinker,2,4,4
21 - 23,Male,Malaysian,Alone,Urban,No,FIST,Diploma,2,40 - 70 ,Good,0,1,0,3,No,Yes,Recommend ,Medium,Medium,Often,Good,Good,No,LE3,None,Higher,.,Finance and banking,No,Yes,Alone,2 - 5,No,Yes,30 - 60,Moderate,Non-drinker,3,2,3
18 - 20,Male,Malaysian,Family,Urban,No,FOM,Foundation,1,71 - 100,Average,1 - 2,3,3,3,No,No,Course preference,Large,Large,None,Good,Good,No,MT3,Early,Early,Lorry driver,Unemployed,No,Yes,Alone,2 - 5,Yes,Yes,10 - 30,Light,Non-drinker,3,1,1
18 - 20,Female,Malaysian,Friend or Roommate,Urban,No,FCI,Foundation,1,40 - 70 ,Very Good,0,0,0,0,No,Yes,Course preference,Large,Large,Less,Moderate,Moderate,No,MT3,Secondary,Higher,Self-employed,Self-employed,No,Yes,Alone,2 - 5,No,No,30 - 60,Light,Non-drinker,3,1,1
21 - 23,Male,Malaysian,Family,Urban,No,FIST,Bachelor's,3,71 - 100,Very Good,0,4,4,2,No,Yes,Close to home,Large,Large,Less,Good,Good,No,MT3,Secondary,Secondary,Self-employed,Unemployed,No,Yes,Group,Less than 2,Yes,Yes,10 - 30,Moderate,Non-drinker,3,3,4
18 - 20,Male,Malaysian,Family,Urban,No,FIST,Bachelor's,Less than 1,Less than 40,Average,More than 4,More than 12,2,4,No,No,Close to home,Large,Medium,Less,Moderate,Good,No,MT3,Secondary,Higher,factory manager,Unemployed,No,Yes,Group,Less than 2,No,No,10 - 30,Heavy,Non-drinker,5,3,2
18 - 20,Female,Malaysian,Friend or Roommate,Urban,No,FOM,Foundation,Less than 1,Less than 40,Very Good,0,8,2,0,No,Yes,University reputation,Medium,Medium,Less,Good,Good,No,MT3,Secondary,Secondary,Self-employed,Unemployed,No,Yes,Alone,Less than 2,Yes,No,Less than 10,Non-gamer,Non-drinker,3,3,3
18 - 20,Female,Malaysian,Friend or Roommate,Urban,No,FOB,Diploma,Less than 1,Less than 40,Very Good,0,3,1,2,No,Yes,University reputation,Large,Large,None,Good,Good,No,MT3,Secondary,Secondary,Driver ,Chef,No,Yes,Alone,2 - 5,No,No,Less than 10,Light,Less,2,3,2
18 - 20,Female,Malaysian,Family,Urban,No,FOL,Bachelor's,1,Less than 40,Average,0,5,1,2,No,No,Close to home,Small,Small,Less,Moderate,Good,No,MT3,Secondary,Secondary,Bussiness,Unemployed,No,Yes,Alone,2 - 5,Yes,No,30 - 60,Non-gamer,Non-drinker,3,4,3
18 - 20,Male,Malaysian,Alone,Urban,Yes,FCI,Bachelor's,1,40 - 70 ,Very Good,0,0,0,0,No,No,Course preference,Large,Large,Often,Moderate,Moderate,Yes,MT3,Higher,Higher,Finance and banking,Unemployed,No,Yes,Alone,Less than 2,Yes,No,30 - 60,Moderate,Non-drinker,4,5,5
18 - 20,Male,Malaysian,Friend or Roommate,Rural,Yes,FIST,Diploma,Less than 1,Less than 40,Very Good,0,3,3,1,No,Yes,Close to home,Medium,Large,None,Good,Good,No,MT3,Secondary,Higher,Furniture,Unemployed,No,Yes,Group,Less than 2,Yes,No,Less than 10,Moderate,Less,4,4,3
18 - 20,Female,Malaysian,Family,Urban,No,FOB,Bachelor's,Less than 1,Less than 40,Very Good,0,7,2,1,No,Yes,Close to home,Large,Large,None,Moderate,Moderate,No,MT3,Higher,Higher,Engineering,Lawyer assistant ,No,Yes,Alone,2 - 5,Yes,No,10 - 30,Light,Less,5,2,1
18 - 20,Female,Malaysian,Family,Urban,No,FIST,Bachelor's,Less than 1,Less than 40,Very Good,0,9,0,0,Yes,No,Close to home,Medium,Medium,None,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Self-employed,No,No,Alone,2 - 5,Yes,No,10 - 30,Non-gamer,Non-drinker,2,5,2
18 - 20,Male,Malaysian,Friend or Roommate,Urban,Yes,FIST,Bachelor's,Less than 1,40 - 70 ,Good,0,1,1,0,No,Yes,Course preference,Large,Large,Less,Moderate,Moderate,No,MT3,Secondary,Higher,Self-employed,Unemployed,No,Yes,Alone,2 - 5,Yes,No,Less than 10,Moderate,Sometimes,3,3,4
18 - 20,Female,Non-Malaysian,Family,Urban,No,FCM,Diploma,1,Less than 40,Very Good,0,0,0,0,No,No,Course preference,Small,Small,None,Good,Moderate,No,MT3,Higher,Higher,Education,Unemployed,No,Yes,Group,5 - 8,Yes,No,Less than 10,Light,Non-drinker,2,3,2
24 - 26,Female,Malaysian,Family,Urban,No,FCI,Bachelor's,2,40 - 70 ,Good,1 - 2,3,2,4,Yes,Yes,Course preference,Large,Large,None,Good,Good,No,MT3,Secondary,Higher,Sales,Accounts & Human Resources,Yes,No,Alone,2 - 5,No,No,30 - 60,Light,Non-drinker,5,2,1
21 - 23,Female,Malaysian,Family,Urban,Yes,FAC,Bachelor's,2,40 - 70 ,Very Good,0,1,4,1,No,Yes,Close to home,Medium,Large,Sometimes,Good,Good,Yes,MT3,Higher,Higher,Executive Assistant ,Finance and banking,No,Yes,Alone,2 - 5,No,No,10 - 30,Non-gamer,Sometimes,4,4,3
18 - 20,Male,Malaysian,Family,Urban,Yes,FIST,Diploma,1,40 - 70 ,Very Good,0,4,2,3,No,No,Close to home,Large,Medium,Less,Moderate,Good,No,LE3,Secondary,Higher,Unemployed,teacher,No,Yes,Alone,5 - 8,No,No,10 - 30,Moderate,Non-drinker,3,2,2
18 - 20,Female,Malaysian,Family,Urban,No,FOM,Foundation,Less than 1,Less than 40,Very Good,0,1,3,3,No,No,Reasonable tuition fee,Medium,Medium,None,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Self-employed,No,Yes,Alone,Less than 2,Yes,No,More than 60,Light,Non-drinker,2,3,3
21 - 23,Female,Malaysian,Friend or Roommate,Urban,No,FCI,Bachelor's,2,40 - 70 ,Very Good,0,0,0,0,Yes,Yes,University reputation,Extra large,Medium,Less,Good,Good,No,LE3,Secondary,Secondary,Self-employed,Unemployed,Yes,Yes,Alone,Less than 2,No,No,10 - 30,Light,Non-drinker,3,2,1
21 - 23,Male,Malaysian,Family,Urban,No,FCM,Bachelor's,2,40 - 70 ,Good,0,3,3,1,Yes,Yes,Course preference,Medium,Medium,Less,Good,Good,No,MT3,Primary,Secondary,Unemployed,Construction,Yes,Yes,Alone,Less than 2,No,No,30 - 60,Non-gamer,Non-drinker,3,3,3
18 - 20,Female,Malaysian,Alone,Urban,No,FOL,Bachelor's,Less than 1,Less than 40,Good,0,9,0,0,No,Yes,Course preference,Extra large,Medium,Less,Moderate,Moderate,No,MT3,Higher,Higher,Self-employed,Finance and banking,No,Yes,Alone,Less than 2,Yes,No,Less than 10,Non-gamer,Non-drinker,3,3,4
21 - 23,Female,Malaysian,Family,Urban,No,FIST,Bachelor's,3,71 - 100,Very Good,0,0,6,2,Yes,Yes,Close to home,Large,Medium,Less,Moderate,Moderate,Yes,MT3,Higher,Higher,Self-employed,Unemployed,Yes,No,Alone,2 - 5,No,No,10 - 30,Non-gamer,Less,4,3,3
18 - 20,Female,Malaysian,Friend or Roommate,Urban,No,FCI,Bachelor's,2,40 - 70 ,Good,1 - 2,8,1,0,No,No,Course preference,Extra large,Large,Less,Poor,Poor,Yes,MT3,Higher,Higher,Self-employed,Unemployed,No,No,Group,Less than 2,No,No,Less than 10,Non-gamer,Non-drinker,1,3,3
18 - 20,Female,Malaysian,Family,Urban,No,FOB,Bachelor's,1,40 - 70 ,Good,0,6,2,1,No,Yes,Close to home,Medium,Small,Less,Moderate,Moderate,No,MT3,Higher,Higher,Self-employed,Self-employed,No,Yes,Alone,Less than 2,Yes,Yes,10 - 30,Non-gamer,Non-drinker,1,3,5
27 or above,Male,Malaysian,Alone,Rural,Yes,FOL,Bachelor's,More than 4,More than 100,Average,More than 4,5,3,2,No,Yes,University reputation,Extra large,Large,Sometimes,Moderate,Moderate,No,MT3,Early,Secondary,Civil servant,Unemployed,Yes,No,Group,Less than 2,No,No,10 - 30,Non-gamer,Non-drinker,5,1,1
21 - 23,Male,Malaysian,Family,Urban,Yes,FOB,Bachelor's,3,More than 100,Very Good,0,2,4,2,No,Yes,Close to home,Medium,Medium,None,Moderate,Moderate,Yes,MT3,Higher,Higher,Technology,Finance and banking,No,No,Alone,2 - 5,Yes,Yes,Less than 10,Moderate,Less,4,4,3
