Age,Gender,Nationality,Living Status,Home Town,Relationship Status,Faculty,Education Level,Years of Study,Completed Credit Hours,CGPA,Number of Subjects Failed,SPM Result (A),SPM Result (B),SPM Result (C),Scholarship,PTPTN,Reason Study at Multimedia University,Lecture Class Capacity,Tutorial Class Capacity,Skipping Class,Classroom Facilities,Campus Environment,Additional Course,Family Size,Parent's Education Level.Father,Parent's Education Level.Mother,Father's Occupation,Mother's Occupation,Financial Difficulties,Financial Support,Study Behavior,Study Time,Extra Curricular Activities,Part-time Job,Commute Time,Gaming,Alcohol Consumption,I have enough free time after class,Social Interaction,I hang out with friends
24 - 26,Male,Malaysian,Family,Urban,No,FIST,Bachelor's,3,71 - 100,Average,0,1,2,4,No,No,Course preference,Medium,Medium,Less,Moderate,Moderate,No,MT3,Higher,Higher,Civil servant,Civil servant,No,Yes,Group,2 - 5,No,Yes,10 - 30,Moderate,Non-drinker,3,3,3
18 - 20,Female,Non-Malaysian,Friend or Roommate,Urban,Yes,FOE,Bachelor's,4,40 - 70 ,Average,1 - 2,0,0,0,No,No,University reputation,Medium,Small,None,Good,Good,No,MT3,Early,Early,Business man ,Finance and banking,Yes,Yes,Alone,2 - 5,No,No,10 - 30,Non-gamer,Non-drinker,1,1,1
21 - 23,Female,Malaysian,Friend or Roommate,Urban,Yes,FOB,Bachelor's,2,40 - 70 ,Very Good,0,2,3,3,No,Yes,Close to home,Large,Medium,Sometimes,Moderate,Good,No,MT3,Secondary,Primary,mechanician,Unemployed,No,Yes,Alone,5 - 8,Yes,No,Less than 10,Moderate,Less,3,3,5
18 - 20,Female,Malaysian,Friend or Roommate,Urban,Yes,FAC,Diploma,1,71 - 100,Low,1 - 2,0,2,1,No,No,private and easy to enter uni minimum 3 credit for diploma,Medium,Medium,Less,Moderate,Moderate,No,MT3,Higher,Higher,Mining engineer at perth,senior director of sales at datai langkawi,No,Yes,Alone,Less than 2,No,No,Less than 10,Non-gamer,Non-drinker,3,1,2
18 - 20,Female,Malaysian,Family,Urban,Yes,FOM,Diploma,1,71 - 100,Very Good,0,8,0,1,Yes,No,Course preference,Medium,Medium,None,Moderate,Good,No,MT3,Higher,Primary,Self-employed,Unemployed,Yes,Yes,Alone,5 - 8,No,No,Less than 10,Non-gamer,Non-drinker,3,5,5
21 - 23,Male,Malaysian,Family,Urban,No,FOM,Bachelor's,2,40 - 70 ,Average,1 - 2,0,0,0,No,Yes,cheaper ,Medium,Medium,Less,Moderate,Moderate,No,MT3,Higher,Higher,telecommunications,Finance and banking,Yes,No,Alone,Less than 2,Yes,No,10 - 30,Moderate,Less,4,3,3
24 - 26,Female,Non-Malaysian,Alone,Urban,No,FCM,Bachelor's,More than 4,71 - 100,Low,More than 4,0,0,0,No,No,University reputation,Large,Extra large,None,Moderate,Moderate,No,MT3,Higher,Higher,Unemployed,Unemployed,No,Yes,Alone,2 - 5,No,No,Less than 10,Non-gamer,Non-drinker,2,3,2
18 - 20,Female,Malaysian,Alone,Urban,No,FOM,Bachelor's,Less than 1,Less than 40,Very Good,0,9,0,0,No,Yes,University reputation,Medium,Medium,Less,Poor,Moderate,No,MT3,Higher,Higher,Retired,Houses wife,No,No,Alone,2 - 5,Yes,No,30 - 60,Heavy,Non-drinker,3,3,3
24 - 26,Female,Malaysian,Friend or Roommate,Urban,No,FOB,Bachelor's,3,More than 100,Good,0,4,2,3,No,Yes,University reputation,Medium,Medium,Less,Moderate,Moderate,No,MT3,Primary,Primary,Civil servant,Unemployed,No,Yes,Alone,2 - 5,Yes,No,Less than 10,Light,Non-drinker,4,4,4
18 - 20,Female,Malaysian,Friend or Roommate,Urban,No,FCA,Diploma,2,40 - 70 ,Good,0,2,3,4,No,Yes,Course preference,Medium,Medium,Less,Good,Good,No,LE3,Early,Early,supervisor ,office ,No,Yes,Alone,Less than 2,Yes,No,10 - 30,Non-gamer,Non-drinker,3,3,4
21 - 23,Female,Malaysian,Friend or Roommate,Rural,No,FOM,Bachelor's,4,71 - 100,Very Good,0,6,2,0,Yes,Yes,Course preference,Medium,Medium,Sometimes,Moderate,Moderate,No,MT3,Secondary,Primary,Self-employed,Unemployed,No,No,Alone,2 - 5,No,Yes,10 - 30,Non-gamer,Non-drinker,3,5,5
18 - 20,Female,Malaysian,Friend or Roommate,Urban,No,FCM,Foundation,Less than 1,Less than 40,Very Good,0,7,2,0,No,No,Course preference,Medium,Small,Sometimes,Good,Good,No,MT3,Higher,Higher,Finance and banking,Unemployed,No,Yes,Alone,2 - 5,No,No,Less than 10,Non-gamer,Non-drinker,4,2,5
18 - 20,Female,Malaysian,Friend or Roommate,Urban,Yes,FOL,Foundation,Less than 1,40 - 70 ,Very Good,0,0,0,0,No,No,Course preference,Extra large,Medium,Less,Moderate,Good,Yes,MT3,Higher,Higher,Self-employed,Education,No,Yes,Alone,2 - 5,Yes,No,Less than 10,Non-gamer,Non-drinker,3,3,4
21 - 23,Male,Malaysian,Family,Urban,No,FCI,Bachelor's,1,40 - 70 ,Very Good,0,12,0,0,Yes,No,Course preference,Small,Small,Less,Good,Good,Yes,MT3,Higher,Higher,Civil servant,Unemployed,No,Yes,Alone,Less than 2,No,No,More than 60,Heavy,Non-drinker,5,1,1
21 - 23,Female,Malaysian,Family,Urban,Yes,FOM,Bachelor's,4,71 - 100,Average,3 - 4,1,2,3,No,No,Close to home,Medium,Medium,Less,Good,Good,No,MT3,Higher,Higher,Self-employed,Self-employed,No,No,Alone,2 - 5,Yes,Yes,Less than 10,Light,Less,3,3,3
18 - 20,Male,Malaysian,Friend or Roommate,Urban,No,FOM,Bachelor's,Less than 1,Less than 40,Low,0,2,0,7,No,No,Course preference,Medium,Large,Sometimes,Good,Good,No,LE3,Higher,Higher,Self-employed,Education,Yes,Yes,Group,2 - 5,Yes,No,Less than 10,Moderate,Non-drinker,3,3,5
18 - 20,Female,Malaysian,Family,Urban,No,FCI,Bachelor's,Less than 1,Less than 40,Average,0,4,2,2,No,No,Course preference,Large,Medium,None,Good,Good,No,LE3,Higher,Higher,Civil servant,Education,Yes,Yes,Alone,2 - 5,Yes,No,30 - 60,Non-gamer,Non-drinker,4,1,1
18 - 20,Male,Malaysian,Alone,Urban,No,FIST,Foundation,Less than 1,Less than 40,Average,0,4,2,2,No,Yes,Course preference,Medium,Medium,Less,Good,Good,No,LE3,Higher,Secondary,Engineer,Unemployed,No,Yes,Alone,Less than 2,Yes,No,Less than 10,Heavy,Non-drinker,4,3,3
18 - 20,Female,Malaysian,Friend or Roommate,Urban,Yes,FOB,Foundation,Less than 1,Less than 40,Good,0,4,2,2,No,No,University reputation,Medium,Medium,Sometimes,Good,Good,No,MT3,Early,Early,Self-employed,Self-employed,Yes,Yes,Alone,2 - 5,Yes,Yes,Less than 10,Light,Non-drinker,3,3,3
18 - 20,Female,Malaysian,Friend or Roommate,Urban,No,FAC,Bachelor's,1,40 - 70 ,Very Good,0,7,3,0,No,Yes,Course preference,Large,Small,None,Moderate,Moderate,No,MT3,Higher,Higher,Self-employed,Self-employed,No,Yes,Alone,2 - 5,Yes,Yes,Less than 10,Non-gamer,Less,4,5,5
27 or above,Female,Malaysian,Family,Urban,No,FOB,Diploma,2,40 - 70 ,Very Good,0,1,3,3,No,Yes,Course preference,Small,Medium,None,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Self-employed,No,No,Alone,5 - 8,No,No,30 - 60,Non-gamer,Non-drinker,1,1,1
24 - 26,Female,Malaysian,Family,Rural,No,FCM,Diploma,3,40 - 70 ,Average,1 - 2,0,0,0,No,No,Course preference,Medium,Medium,Sometimes,Moderate,Moderate,No,MT3,Early,Early,Engineers ,Unemployed,No,Yes,Alone,Less than 2,No,No,30 - 60,Moderate,Non-drinker,3,1,1
27 or above,Male,Malaysian,Family,Urban,Yes,FOM,Bachelor's,3,More than 100,Very Good,0,4,5,0,No,Yes,Course preference,Medium,Small,Often,Moderate,Good,Yes,MT3,Higher,Higher,Unemployed,Unemployed,No,No,Alone,Less than 2,No,Yes,30 - 60,Moderate,Less,3,3,3
21 - 23,Female,Malaysian,Friend or Roommate,Urban,Yes,FOM,Bachelor's,3,40 - 70 ,Average,1 - 2,0,6,1,No,Yes,Close to home,Large,Medium,Less,Good,Good,No,MT3,Secondary,Secondary,Self-employed,Unemployed,Yes,Yes,Alone,2 - 5,Yes,No,Less than 10,Light,Non-drinker,4,3,3
18 - 20,Female,Malaysian,Friend or Roommate,Urban,No,FOL,Bachelor's,1,Less than 40,Good,1 - 2,7,4,1,No,Yes,Course preference,Large,Medium,Sometimes,Good,Good,No,MT3,Higher,Higher,private sector ,Civil servant,No,Yes,Alone,2 - 5,Yes,No,Less than 10,Non-gamer,Non-drinker,3,3,3
18 - 20,Female,Malaysian,Friend or Roommate,Urban,No,FOM,Foundation,Less than 1,Less than 40,Very Good,0,9,0,0,Yes,No,offer from scholarship,Large,Large,Less,Good,Moderate,No,MT3,Secondary,Higher,Self-employed,Self-employed,Yes,Yes,Alone,2 - 5,No,No,Less than 10,Non-gamer,Non-drinker,4,3,4
24 - 26,Female,Malaysian,Friend or Roommate,Urban,No,FOL,Bachelor's,More than 4,More than 100,Average,0,2,4,2,No,Yes,Course preference,Medium,Medium,Less,Moderate,Moderate,No,LE3,Early,Early,Business Developer ,Healthcare,No,Yes,Alone,Less than 2,No,No,10 - 30,Light,Non-drinker,3,2,3
18 - 20,Female,Malaysian,Friend or Roommate,Urban,No,FCI,Bachelor's,1,Less than 40,Very Good,0,6,3,0,Yes,No,Course preference,Large,Medium,Less,Moderate,Good,No,MT3,Higher,Higher,Self-employed,Finance and banking,No,Yes,Alone,2 - 5,No,No,30 - 60,Non-gamer,Non-drinker,3,3,2
18 - 20,Female,Malaysian,Alone,Urban,Yes,FCI,Foundation,2,40 - 70 ,Average,3 - 4,1,2,3,No,No,University reputation,Extra large,Extra large,Less,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Unemployed,No,No,Alone,Less than 2,No,No,Less than 10,Light,Non-drinker,3,2,2
18 - 20,Female,Malaysian,Friend or Roommate,Urban,No,FAC,Foundation,Less than 1,Less than 40,Very Good,0,5,0,3,No,No,Course preference,Medium,Small,Less,Moderate,Moderate,No,MT3,Higher,Higher,Civil servant,Civil servant,No,Yes,Group,Less than 2,No,No,Less than 10,Moderate,Non-drinker,3,4,4
18 - 20,Female,Malaysian,Family,Urban,Yes,FOM,Foundation,Less than 1,Less than 40,Very Good,0,3,4,0,No,No,Close to home,Large,Medium,Less,Moderate,Moderate,No,MT3,Early,Early,Finance and banking,Finance and banking,No,Yes,Alone,Less than 2,Yes,No,10 - 30,Non-gamer,Non-drinker,5,5,5
21 - 23,Male,Malaysian,Friend or Roommate,Urban,No,FIST,Bachelor's,2,40 - 70 ,Good,0,1,6,2,No,Yes,Close to home,Large,Medium,None,Good,Good,No,MT3,Early,Early,Late Father,Unemployed,No,Yes,Alone,2 - 5,No,No,10 - 30,Light,Non-drinker,1,4,5
18 - 20,Female,Malaysian,Friend or Roommate,Urban,No,FCI,Bachelor's,Less than 1,Less than 40,Very Good,0,0,0,0,No,Yes,Course preference,Extra large,Medium,Sometimes,Poor,Moderate,Yes,LE3,Secondary,Secondary,Self-employed,Finance and banking,No,Yes,Alone,2 - 5,Yes,No,Less than 10,Moderate,Sometimes,3,2,3
21 - 23,Female,Malaysian,Family,Urban,Yes,FAC,Bachelor's,3,71 - 100,Very Good,0,6,3,1,No,No,University reputation,Small,Small,None,Moderate,Moderate,No,MT3,Early,Early,Civil servant,Civil servant,No,Yes,Alone,Less than 2,No,Yes,10 - 30,Non-gamer,Non-drinker,2,3,4
21 - 23,Female,Malaysian,Friend or Roommate,Urban,No,FOB,Diploma,1,40 - 70 ,Average,0,0,2,3,No,Yes,University reputation,Medium,Small,None,Moderate,Moderate,Yes,MT3,Early,Primary,Mekanik ,Self-employed,Yes,No,Group,2 - 5,No,No,10 - 30,Non-gamer,Non-drinker,1,1,1
21 - 23,Male,Malaysian,Friend or Roommate,Urban,No,FCM,Bachelor's,2,Less than 40,Good,0,2,1,2,No,Yes,Course preference,Medium,Medium,Less,Moderate,Moderate,Yes,MT3,Secondary,Secondary,Finance and banking,Finance and banking,No,Yes,Alone,2 - 5,Yes,No,Less than 10,Heavy,Non-drinker,2,3,4
18 - 20,Female,Malaysian,Family,Urban,No,FOL,Bachelor's,Less than 1,Less than 40,Average,0,11,0,0,Yes,No,Course preference,Large,Medium,Sometimes,Good,Good,No,MT3,Higher,Higher,Self-employed,Unemployed,Yes,Yes,Alone,Less than 2,No,No,30 - 60,Light,Non-drinker,4,4,2
21 - 23,Female,Malaysian,Family,Urban,No,FIST,Bachelor's,2,Less than 40,Very Good,0,5,3,3,No,Yes,Close to home,Small,Small,Less,Poor,Poor,No,MT3,Secondary,Secondary,Self-employed,Self-employed,No,Yes,Alone,2 - 5,No,Yes,30 - 60,Light,Non-drinker,1,1,1
21 - 23,Male,Malaysian,Alone,Urban,No,FCI,Bachelor's,3,40 - 70 ,Good,1 - 2,2,3,2,No,Yes,Course preference,Large,Large,Sometimes,Moderate,Poor,No,MT3,Secondary,Primary,Lorry driver,Unemployed,Yes,Yes,Alone,2 - 5,Yes,No,10 - 30,Light,Non-drinker,3,3,3
18 - 20,Female,Malaysian,Family,Urban,No,FCI,Foundation,Less than 1,Less than 40,Good,0,6,1,2,No,No,Course preference,Small,Medium,Less,Good,Good,No,MT3,Secondary,Higher,Self-employed,Finance and banking,Yes,Yes,Alone,2 - 5,No,No,10 - 30,Non-gamer,Non-drinker,4,2,2
18 - 20,Male,Malaysian,Family,Urban,Yes,FIST,Diploma,Less than 1,40 - 70 ,Very Good,0,5,2,1,No,Yes,University reputation,Large,Medium,None,Moderate,Good,No,MT3,Secondary,Secondary,Entertainment ,Unemployed,No,Yes,Alone,Less than 2,Yes,No,10 - 30,Moderate,Non-drinker,4,1,2
18 - 20,Male,Malaysian,Family,Urban,No,FOB,Foundation,Less than 1,71 - 100,Average,0,3,5,0,No,No,Close to home,Medium,Small,None,Good,Good,No,MT3,Secondary,Secondary,Self-employed,Self-employed,No,Yes,Group,2 - 5,Yes,Yes,10 - 30,Non-gamer,Less,4,5,5
27 or above,Female,Malaysian,Alone,Urban,Yes,FOM,Bachelor's,Less than 1,Less than 40,Very Good,0,6,3,2,Yes,No,Close to home,Small,Small,None,Good,Good,No,MT3,Higher,Secondary,Civil servant,Healthcare,No,Yes,Alone,Less than 2,No,No,30 - 60,Light,Non-drinker,2,4,3
21 - 23,Female,Malaysian,Friend or Roommate,Rural,No,FCM,Diploma,2,71 - 100,Very Good,0,6,2,1,No,No,Course preference,Small,Small,Less,Good,Good,No,MT3,Higher,Secondary,Self-employed,Housewife ,No,Yes,Alone,2 - 5,Yes,No,Less than 10,Non-gamer,Less,3,2,3
18 - 20,Male,Malaysian,Family,Urban,No,FOB,Diploma,1,40 - 70 ,Very Good,0,0,0,0,No,No,Course preference,Small,Small,None,Good,Good,No,LE3,None,Higher,Father Died,Education,No,Yes,Alone,2 - 5,Yes,No,30 - 60,Light,Non-drinker,3,3,1
24 - 26,Male,Malaysian,Family,Urban,No,FCI,Diploma,2,40 - 70 ,Good,1 - 2,0,0,1,No,No,University reputation,Small,Small,None,Good,Good,No,MT3,Secondary,Secondary,Civil servant,Civil servant,No,Yes,Alone,Less than 2,Yes,Yes,10 - 30,Moderate,Non-drinker,5,2,2
21 - 23,Female,Malaysian,Family,Urban,No,FOB,Foundation,Less than 1,Less than 40,Good,0,4,1,3,No,No,Course preference,Medium,Small,None,Moderate,Good,No,MT3,Secondary,Primary,Self-employed,Unemployed,No,Yes,Alone,2 - 5,No,No,Less than 10,Light,Non-drinker,3,3,3
21 - 23,Female,Malaysian,Friend or Roommate,Urban,No,FIST,Bachelor's,2,40 - 70 ,Good,0,6,4,1,Yes,No,Course preference,Large,Medium,Less,Good,Moderate,No,MT3,Higher,Higher,Unemployed,Finance and banking,Yes,No,Alone,2 - 5,Yes,No,Less than 10,Non-gamer,Non-drinker,1,2,1
18 - 20,Male,Malaysian,Friend or Roommate,Urban,No,FCI,Bachelor's,1,Less than 40,Low,1 - 2,2,2,4,No,Yes,Course preference,Extra large,Large,Less,Good,Good,No,MT3,Secondary,Secondary,Self-employed,Unemployed,Yes,Yes,Group,2 - 5,No,Yes,10 - 30,Moderate,Non-drinker,3,3,3
21 - 23,Female,Malaysian,Friend or Roommate,Urban,No,FAC,Bachelor's,2,40 - 70 ,Very Good,0,5,2,1,No,Yes,Course preference,Large,Medium,Less,Moderate,Good,No,MT3,Early,Early,Self-employed,Self-employed,No,Yes,Alone,Less than 2,No,Yes,Less than 10,Moderate,Non-drinker,4,2,3
21 - 23,Male,Non-Malaysian,Alone,Urban,Yes,FCI,Bachelor's,3,More than 100,Very Good,0,0,0,0,No,No,Not sure,Extra large,Large,Often,Moderate,Moderate,Yes,MT3,Higher,Higher,Pilot ,Unemployed,No,Yes,Alone,2 - 5,Yes,No,10 - 30,Moderate,Non-drinker,5,3,3
18 - 20,Male,Malaysian,Friend or Roommate,Rural,Yes,FCI,Bachelor's,2,40 - 70 ,Good,0,9,1,0,No,Yes,Course preference,Medium,Small,None,Moderate,Good,No,MT3,Secondary,Secondary,Self-employed,Self-employed,No,No,Alone,Less than 2,No,No,Less than 10,Heavy,Less,4,1,3
21 - 23,Female,Malaysian,Friend or Roommate,Urban,No,FIST,Bachelor's,1,40 - 70 ,Very Good,0,7,3,0,No,Yes,Course preference,Extra large,Large,None,Moderate,Moderate,No,MT3,Secondary,Secondary,Civil servant,Unemployed,No,Yes,Alone,Less than 2,No,No,10 - 30,Moderate,Non-drinker,3,3,3
21 - 23,Female,Malaysian,Friend or Roommate,Urban,No,FOM,Bachelor's,4,More than 100,Average,1 - 2,2,3,2,No,No,Course preference,Small,Medium,Sometimes,Moderate,Moderate,Yes,MT3,Higher,None,Engineer,Housewife,No,Yes,Alone,2 - 5,Yes,No,Less than 10,Heavy,Non-drinker,3,3,3
18 - 20,Female,Malaysian,Friend or Roommate,Rural,No,FCM,Diploma,1,40 - 70 ,Very Good,0,3,3,1,No,No,Course preference,Medium,Medium,Less,Moderate,Moderate,Yes,MT3,Secondary,Secondary,Unemployed,Self-employed,No,Yes,Alone,5 - 8,No,No,Less than 10,Non-gamer,Non-drinker,4,2,2
21 - 23,Male,Malaysian,Friend or Roommate,Urban,No,FCI,Bachelor's,3,More than 100,Good,0,0,0,0,No,No,Course preference,Large,Medium,Sometimes,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Self-employed,No,No,Alone,2 - 5,Yes,No,Less than 10,Moderate,Sometimes,4,4,4
18 - 20,Female,Malaysian,Friend or Roommate,Urban,No,FCM,Diploma,1,Less than 40,Good,0,4,2,2,No,No,Course preference,Medium,Medium,None,Good,Good,No,MT3,Higher,Higher,Civil servant,Corporate member,No,Yes,Alone,Less than 2,No,No,More than 60,Heavy,Non-drinker,4,2,2
24 - 26,Female,Malaysian,Family,Urban,Yes,FOB,Bachelor's,3,More than 100,Good,0,3,4,2,No,No,Close to home,Medium,Medium,Less,Good,Good,Yes,MT3,Higher,Higher,Education,Education,No,Yes,Alone,Less than 2,Yes,No,10 - 30,Non-gamer,Non-drinker,5,5,5
24 - 26,Male,Malaysian,Family,Urban,Yes,FCI,Bachelor's,3,More than 100,Good,3 - 4,5,4,0,No,Yes,Course preference,Extra large,Medium,Sometimes,Moderate,Moderate,Yes,MT3,Secondary,Secondary,Unemployed,Unemployed,No,No,Alone,Less than 2,Yes,No,More than 60,Moderate,Sometimes,4,3,5
18 - 20,Female,Malaysian,Friend or Roommate,Urban,No,FCI,Bachelor's,1,Less than 40,Good,0,5,4,1,No,Yes,Course preference,Large,Large,Less,Moderate,Moderate,No,MT3,Primary,None,Self-employed,Unemployed,No,Yes,Group,2 - 5,Yes,Yes,10 - 30,Moderate,Non-drinker,5,3,3
21 - 23,Male,Malaysian,Family,Urban,No,FIST,Diploma,2,More than 100,Good,0,2,5,1,No,Yes,Course preference,Medium,Large,None,Good,Good,No,MT3,Higher,Secondary,Secret,Secret,No,Yes,Group,Less than 2,No,Yes,10 - 30,Light,Non-drinker,2,4,3
21 - 23,Male,Malaysian,Friend or Roommate,Urban,No,FOB,Bachelor's,3,More than 100,Very Good,0,3,7,0,No,Yes,Close to home,Medium,Medium,Often,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Self-employed,No,Yes,Group,2 - 5,Yes,No,Less than 10,Non-gamer,Non-drinker,5,5,5
21 - 23,Male,Malaysian,Family,Rural,No,FOB,Bachelor's,3,40 - 70 ,Very Good,0,6,1,1,Yes,Yes,Close to home,Medium,Medium,Less,Moderate,Good,Yes,MT3,Higher,Secondary,Transport,Unemployed,No,No,Alone,2 - 5,Yes,No,10 - 30,Moderate,Sometimes,3,3,3
27 or above,Male,Malaysian,Family,Urban,No,FCI,Diploma,2,More than 100,Very Good,1 - 2,2,5,1,No,No,Course preference,Medium,Large,None,Good,Good,Yes,MT3,Higher,Higher,Education,Retired,No,Yes,Alone,2 - 5,No,Yes,30 - 60,Moderate,Non-drinker,4,5,5
21 - 23,Female,Malaysian,Friend or Roommate,Urban,No,FCI,Bachelor's,2,40 - 70 ,Good,0,9,0,0,Yes,No,Course preference,Extra large,Medium,Less,Moderate,Moderate,Yes,MT3,Higher,Higher,Self-employed,Unemployed,No,Yes,Alone,2 - 5,Yes,No,10 - 30,Non-gamer,Non-drinker,2,3,3
21 - 23,Male,Malaysian,Friend or Roommate,Urban,No,FCI,Bachelor's,4,71 - 100,Average,1 - 2,6,3,1,Yes,Yes,Course preference,Medium,Medium,Less,Moderate,Moderate,No,MT3,Secondary,Secondary,Private employed,Private employed,No,Yes,Group,Less than 2,Yes,Yes,10 - 30,Light,Non-drinker,4,3,4
24 - 26,Male,Malaysian,Family,Urban,No,FCI,Bachelor's,3,More than 100,Good,1 - 2,3,4,2,No,Yes,Course preference,Medium,Large,None,Good,Good,No,MT3,Secondary,Secondary,Self-employed,Unemployed,No,Yes,Alone,2 - 5,Yes,Yes,30 - 60,Moderate,Non-drinker,3,3,2
18 - 20,Female,Malaysian,Family,Rural,No,FIST,Foundation,1,Less than 40,Good,0,3,3,2,No,Yes,Course preference,Medium,Medium,None,Moderate,Good,No,MT3,Primary,Secondary,Self-employed,Unemployed,No,Yes,Group,2 - 5,Yes,No,30 - 60,Non-gamer,Non-drinker,3,4,2
18 - 20,Male,Malaysian,Friend or Roommate,Urban,No,FIST,Diploma,2,40 - 70 ,Good,0,1,0,2,No,No,Agent provided,Medium,Medium,None,Good,Moderate,No,MT3,Secondary,Secondary,Factory workers,factory workers,No,No,Alone,Less than 2,Yes,No,Less than 10,Moderate,Less,5,3,1
24 - 26,Male,Malaysian,Family,Urban,No,FOL,Bachelor's,More than 4,More than 100,Low,3 - 4,2,6,1,No,No,Close to home,Medium,Medium,None,Good,Good,No,LE3,Higher,Higher,Healthcare,Healthcare,No,No,Alone,2 - 5,No,No,Less than 10,Moderate,Non-drinker,5,3,1
21 - 23,Male,Malaysian,Alone,Rural,No,FIST,Bachelor's,4,71 - 100,Very Good,0,9,1,0,Yes,Yes,Course preference,Medium,Medium,Sometimes,Poor,Moderate,No,MT3,Primary,Primary,Unemployed,Unemployed,No,Yes,Alone,Less than 2,No,No,10 - 30,Heavy,Often,3,1,2
21 - 23,Female,Malaysian,Friend or Roommate,Urban,No,FOL,Bachelor's,4,71 - 100,Good,0,6,2,1,No,Yes,Course preference,Extra large,Large,None,Moderate,Poor,No,MT3,Higher,Higher,Self-employed,Self-employed,No,Yes,Group,2 - 5,No,No,10 - 30,Non-gamer,Sometimes,3,3,3
27 or above,Male,Non-Malaysian,Friend or Roommate,Urban,Yes,FOM,Bachelor's,3,71 - 100,Low,More than 4,0,0,0,No,No,Course preference,Large,Large,Less,Moderate,Moderate,No,MT3,Higher,Higher,Education,Unemployed,No,Yes,Alone,Less than 2,Yes,No,Less than 10,Moderate,Non-drinker,5,5,5
18 - 20,Male,Malaysian,Family,Urban,Yes,FIST,Foundation,Less than 1,Less than 40,Very Good,0,3,3,2,No,No,Close to home,Medium,Small,Less,Good,Moderate,No,MT3,Secondary,Secondary,Self-employed,Self-employed,No,Yes,Group,Less than 2,No,No,More than 60,Moderate,Non-drinker,4,4,5
21 - 23,Female,Malaysian,Family,Urban,No,FOB,Diploma,2,40 - 70 ,Good,0,1,5,4,No,No,Close to home,Medium,Medium,None,Moderate,Moderate,No,MT3,Higher,Higher,Education,Healthcare,No,Yes,Alone,2 - 5,Yes,Yes,10 - 30,Light,Non-drinker,4,3,2
18 - 20,Female,Malaysian,Friend or Roommate,Urban,Yes,FOM,Foundation,Less than 1,40 - 70 ,Average,0,0,3,5,No,No,Course preference,Medium,Medium,Less,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Self-employed,No,Yes,Group,2 - 5,No,No,Less than 10,Moderate,Less,3,3,3
24 - 26,Male,Malaysian,Family,Urban,No,FCM,Bachelor's,3,71 - 100,Good,0,4,3,1,Yes,Yes,Course preference,Large,Extra large,None,Moderate,Good,No,MT3,Secondary,Secondary,Self-employed,Unemployed,Yes,Yes,Alone,5 - 8,No,Yes,30 - 60,Light,Non-drinker,4,3,2
18 - 20,Male,Non-Malaysian,Friend or Roommate,Urban,No,FCI,Bachelor's,Less than 1,Less than 40,Below Par,3 - 4,0,0,1,No,No,Course preference,Large,Large,Less,Good,Moderate,No,MT3,Higher,Higher,Healthcare,Healthcare,No,Yes,Alone,Less than 2,No,No,10 - 30,Moderate,Non-drinker,3,2,2
24 - 26,Male,Malaysian,Friend or Roommate,Urban,No,FAC,Bachelor's,3,40 - 70 ,Very Good,0,4,3,2,Yes,No,Course preference,Medium,Medium,Less,Moderate,Moderate,No,MT3,Higher,Higher,Unemployed,Civil servant,No,Yes,Group,Less than 2,Yes,No,Less than 10,Light,Non-drinker,3,3,3
18 - 20,Female,Malaysian,Alone,Urban,No,FIST,Bachelor's,2,71 - 100,Very Good,0,0,1,2,No,Yes,save cost,Large,Medium,Less,Good,Moderate,Yes,LE3,Secondary,Higher,architecture ,Self-employed,No,No,Alone,Less than 2,Yes,No,Less than 10,Light,Non-drinker,3,3,2
18 - 20,Female,Malaysian,Family,Urban,No,FOL,Bachelor's,Less than 1,Less than 40,Very Good,0,10,1,0,No,Yes,Course preference,Extra large,Large,None,Moderate,Moderate,No,MT3,Secondary,Higher,Self-employed,Self-employed,No,Yes,Alone,2 - 5,Yes,No,10 - 30,Light,Non-drinker,2,3,4
21 - 23,Male,Malaysian,Alone,Urban,Yes,FOB,Bachelor's,More than 4,More than 100,Very Good,0,9,1,0,Yes,Yes,low cost,Medium,Small,None,Poor,Poor,No,MT3,Secondary,Secondary,Self-employed,Unemployed,No,Yes,Alone,2 - 5,Yes,Yes,Less than 10,Moderate,Non-drinker,4,3,3
18 - 20,Male,Malaysian,Family,Urban,No,FCM,Diploma,2,40 - 70 ,Good,0,0,0,0,No,Yes,Course preference,Large,Large,Sometimes,Moderate,Good,No,MT3,Higher,Higher,Self-employed,Finance and banking,Yes,Yes,Group,2 - 5,Yes,No,Less than 10,Moderate,Non-drinker,3,3,4
21 - 23,Male,Malaysian,Family,Urban,No,FOB,Bachelor's,3,More than 100,Average,0,0,3,3,No,Yes,Close to home,Medium,Medium,Sometimes,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Self-employed,No,Yes,Group,Less than 2,Yes,Yes,10 - 30,Moderate,Sometimes,3,4,3
